precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété privée,27996
,propriété de la commune,40482
,propriété privée,27997
,propriété privée,36688
,propriété de la commune,27999
,propriété de la commune,27998
,propriété de la commune,28000
,propriété de la commune,28001
,propriété de la commune,28002
,,28003
,propriété de la commune,28004
,propriété privée,28007
,,28005
,propriété privée,28006
,propriété privée,40468
,,28008
,,28009
,propriété privée,28010
,propriété privée,28013
,propriété de la commune,28014
,propriété privée,28015
,propriété privée,28016
,propriété privée,28018
,propriété privée,28295
,propriété de l'Etat,28019
,propriété privée,28021
,propriété de la commune,28022
,propriété de la commune,28025
,propriété de la commune,28027
,propriété privée,28026
,propriété privée,28028
en convention avec le conseil régional,propriété de l'Etat,28024
,propriété de la commune,28029
,propriété privée,35735
,propriété de la commune,28031
propriété de la commune : cad. AK 155,propriété privée ; propriété de la commune,40474
,propriété privée,28035
,propriété privée,28036
,propriété privée,28286
,propriété privée,28039
,propriété privée,28297
,propriété privée,28040
,propriété de la commune,28041
,,28037
,,28038
,propriété de la commune,28042
,propriété d'une société privée,28043
,propriété de la commune,28044
,propriété de la commune,28045
,propriété privée,28046
,propriété de la commune,28047
,propriété privée,28049
,propriété privée,28051
,propriété de la commune,28050
propriété de la commune : cad. AC 235,propriété privée ; propriété de la commune,40513
,propriété privée,28053
,propriété privée,40477
,propriété privée,40539
,propriété de la commune,28052
,propriété de la commune,28054
,propriété de la commune,28055
,propriété privée,28058
,propriété privée,28059
,propriété du département,28057
,propriété de la commune,28056
,propriété privée,28061
,propriété privée,28062
,propriété privée,28312
,propriété privée,28063
,propriété privée,40488
,propriété privée,28066
,propriété de la commune,28067
,propriété privée,28068
,propriété d'une association,28070
,propriété privée,28072
,propriété de la commune,28071
,propriété de la commune,28073
,,28074
,propriété privée,28310
société civile immoblière,propriété d'une société privée,28076
,propriété privée,28077
,propriété privée,28078
,propriété de la commune,40532
,propriété d'une association,28075
,propriété privée,28079
,propriété de la commune,28080
,propriété privée,28081
,propriété privée,28083
,propriété de la commune,28082
,propriété privée,28084
,propriété de la commune,28311
,propriété de la commune,28085
,propriété privée,28087
,propriété de la commune,28088
,propriété de la commune,28089
,propriété privée,28091
,propriété privée,40489
propriété privée (BI 87; 89; 94; 297; 362; 422) ; propriété de la commune (BI 298),propriété privée ; propriété de la commune,28094
,propriété privée,28100
,propriété de la commune,28099
propriété de la commune (BI 298) ; propriété privée (BI 87; 89; 94; 297; 362; 422),propriété de la commune ; propriété privée,28095
propriété privée (BI 87; 89; 94; 297; 362; 422) ; propriété de la commune (BI 298),propriété privée ; propriété de la commune,40535
,propriété de la commune,28103
propriété de la commune : cad. ZE 141,propriété privée ; propriété de la commune,40519
,propriété privée,28098
,propriété privée,28101
,propriété de la commune,28097
,propriété privée,28102
,,28096
,propriété privée,40534
,propriété privée,28104
,propriété de la commune,28105
,propriété privée,28106
,propriété privée,28108
,propriété privée,28110
,propriété de la commune,28107
,propriété privée,28109
,propriété privée,28112
,propriété privée,28114
,propriété privée,28113
,propriété privée,40490
,propriété de la commune,28111
,propriété de la commune,27970
,propriété privée,28116
,propriété de la commune,28115
,propriété privée,28117
,propriété de la commune,28119
,propriété privée,40472
,propriété de la commune,28120
,propriété de la commune,40504
,propriété privée,28121
,,28123
,,28122
,,28128
,propriété privée,28129
,propriété de la commune,28130
,propriété privée,28125
,propriété privée,28131
,propriété de la commune,40457
,propriété privée,28132
,propriété de la commune,40456
,,28134
,propriété de la commune,40515
,propriété d'une personne privée,40533
,propriété privée,28138
,propriété de la commune,28140
,propriété privée,28139
,propriété de la commune,28141
,propriété de la commune,28142
propriété de l'agglomération Angers Loire Métropole,propriété de la commune,28144
,propriété privée,28145
,propriété de la commune,28299
,propriété de la commune,40487
,propriété de la commune,28146
,propriété privée,40478
,propriété de la commune,40530
,propriété privée,28148
,propriété privée,28149
,propriété privée,28150
,propriété privée,28153
,propriété privée,28154
société civile immobilière,propriété d'une société privée,40458
,propriété de la commune,28300
,propriété de la commune,40508
,propriété privée,40462
,propriété privée,28287
,propriété privée,28156
,,28158
,propriété privée,28160
,propriété de la commune,28159
,propriété privée,28161
,propriété de la commune,28162
,propriété privée,28163
,propriété privée,28164
,propriété de la commune,28298
,propriété de la commune,28165
,propriété privée,40540
,propriété de la commune,28166
,,28169
,propriété privée,28170
,propriété privée,28172
,propriété de la commune,28174
,propriété de la commune,28171
,propriété privée,28173
,propriété privée,28175
,propriété privée,28176
,propriété privée,28179
,propriété privée,28180
,propriété privée,28181
,propriété privée,28177
,,28184
,,28183
,propriété privée,28188
,propriété privée,28186
,propriété privée,28187
,propriété privée,28191
,propriété privée,28190
,propriété d'une association,28210
,propriété privée,28217
,propriété privée,28182
,,28194
,,28198
,,28193
,propriété de la commune,28197
,propriété de la commune,28192
,propriété de la commune,28196
,propriété de la commune,28195
,propriété de la commune,28199
,propriété de la commune,28185
,propriété d'une société privée,28212
,propriété privée,28202
,propriété de la commune,28189
,,28211
,,28213
,propriété privée,40463
,propriété privée,28207
,propriété de la commune,40525
,propriété privée,28205
,propriété privée,28203
,propriété privée,28201
,propriété privée,28214
,propriété privée ; propriété de la commune,28208
,propriété de la commune,28301
,propriété privée,28200
,propriété de la commune,28218
,propriété de la commune,28206
,propriété privée,28215
,,28216
,propriété privée,28220
,,28209
,propriété de la commune,28219
,propriété privée,28204
SCP GF viticole Domaines du Layon : cad. C 74; 83; 1587; 1590; 1604 ; SCI de Varennes,propriété d'une société privée,40526
,propriété privée,28222
